gene	n_enhancer_contacts	n_classes	classes	n_differential	median_logFC	mean_logFC	n_in_abc	mean_delta_abc
Smad1	14	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	8	-0.228670588255449	-0.158243423260488	8	-0.00953175
Sowahb	14	3	Activity_Lost;K119ub_Only;Stable	1	-0.0885990671527541	-0.108483613122165	4	-0.00074275
Trim62	14	2	Activity_Lost;Stable	0	0.0422958252516693	0.0376604974479118	2	-0.010595
Zfp119a	14	1	Stable	0	0.0685741093891559	0.0421585110981961	0	NA
Zfp385b	14	3	Activity_Lost;K119ub_Only;Stable	1	-0.149720969954708	-0.104145267606033	0	NA
Zyx	14	3	Activity_Gain;Activity_Lost;Stable	2	-0.0117870198503711	-0.0890137618674172	0	NA
A930002I21Rik	13	2	Activity_Lost;Stable	0	-0.0305555920698675	-0.0190106876011197	6	0.00293383333333333
Ablim1	13	2	Activity_Gain;Stable	0	-0.0230298534503875	-0.0127598186932178	4	-0.00091725
Arl14ep	13	3	Activity_Lost;K119ub_Only;Stable	0	0.0323718730711222	0.0107514289179597	2	-4.05e-05
Atp6v0a1	13	2	Activity_Lost;Stable	0	-0.00977608502370858	-0.00560687618495501	3	-0.00427233333333333
Atp8a1	13	2	Activity_Lost;Stable	2	-0.149619898754246	-0.222257500844212	4	-0.00861925
Bhlhe22	13	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	4	0.118384923976722	0.10822819271753	7	-0.00306357142857143
Brinp1	13	3	Activity_Lost;K119ub_Only;Stable	3	-0.120037882391674	-0.112851314468075	5	-0.0186154
Ccl25	13	3	Activity_Gain;Activity_Lost;Stable	2	-0.129435983065745	-0.113163126807627	4	-0.000879
Cdh4	13	3	Activity_Lost;K119ub_Only;Stable	3	0.0820231934844604	0.0917422588636363	1	0.014399
Cemip	13	3	Activity_Lost;K119ub_Only;Stable	3	-0.124935242969938	-0.163120205324682	3	-0.006417
Chd7	13	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	0	-0.0128672232232569	-0.010529277076353	5	-0.0045
Chordc1	13	3	Activity_Gain;Activity_Lost;Stable	1	-0.0956932828521351	-0.106196278351274	5	0.0040286
Clk4	13	1	Stable	0	-0.173794388166083	-0.129803654808512	1	0.025582
Crim1	13	2	Activity_Lost;Stable	10	-0.234859121453307	-0.190682603006027	3	-0.0126176666666667
Ctnnd2	13	2	Activity_Gain;Stable	0	0.0162938260976038	0.00913237499683737	5	0.0079526
Dusp14	13	1	Stable	0	-0.0605023771678506	-0.0520593674866102	2	-0.002602
Elovl6	13	2	Activity_Lost;Stable	0	-0.028673588017652	-0.0159630985229725	1	0.002122
Eny2	13	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	0	-0.0974804459590202	-0.06156333171928	4	0.0034125
Fbxo33	13	1	Stable	5	-0.051434496334283	0.0165328759517742	6	-0.004083
Fmc1	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.0164411634017248	-0.066034395674359	1	-0.010445
Gm12756	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.0208748458562223	-0.0203512637021156	1	-0.005697
Gm29442	13	2	K119ub_Only;Stable	0	0.00822604850524873	0.0214294420312151	0	NA
Gpc1	13	2	Activity_Lost;Stable	0	0.0799876308740673	0.0603527783887168	5	-0.0020096
Gpr85	13	3	Activity_Lost;K119ub_Only;Stable	4	-0.0490965631425504	0.0328783767364935	2	0.016017
Gtf3c6	13	2	Activity_Lost;Stable	0	-0.0583988262015149	-0.055258132312615	6	-0.0110076666666667
H2-DMa	13	1	Stable	0	-0.0192959490533957	0.00830206277695932	0	NA
H4f16	13	2	K119ub_Only;Stable	0	-0.0453578027956709	-0.0378543978646429	2	-0.0054675
Hnrnpc	13	2	K119ub_Only;Stable	0	0.0151537742018863	-0.0581996879623131	7	-0.00422285714285714
Igsf21	13	1	Stable	2	0.0684521736406895	0.104248112502764	2	0.000861
Impad1	13	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	2	-0.106552584876377	-0.141433620350893	5	-0.0148314
Kbtbd11	13	3	Activity_Lost;K119ub_Only;Stable	7	-0.490920360194307	-0.375235684006385	0	NA
Kcnc1	13	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	0	-0.0620665343355504	-0.0679386712735757	8	-0.002100875
Kctd3	13	3	Activity_Lost;K119ub_Only;Stable	0	0.109238086472575	0.0955607527392146	2	-0.0135915
Klf13	13	2	Activity_Lost;Stable	0	-0.115043390262416	-0.0926873027427813	2	0.000869
Lmo4	13	3	Activity_Gain;K119ub_Only;Stable	5	-0.125057137796456	0.00989494079613047	6	0.0136458333333333
Ly6g5c	13	1	Stable	0	-0.0202069061162906	-0.0236098767565346	2	0.0071155
Med21	13	2	Activity_Lost;Stable	0	0.0763392990993685	0.00548166695505313	2	0.0106685
Mesd	13	3	Activity_Gain;K119ub_Only;Stable	0	-0.0230785089920771	-0.0258879169228618	3	-0.00429666666666667
Mex3b	13	3	Activity_Lost;K119ub_Only;Stable	2	-0.0509028688228059	-0.138456894912429	1	-0.007017
Mfsd10	13	1	Stable	0	0.0746154641264933	0.0533833821681364	3	0.00408
Mon1b	13	1	Stable	0	-0.0969807423054463	-0.0913241092774346	0	NA
Morf4l1	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.0876857090673543	-0.0655558373327911	0	NA
Mrpl17	13	1	Stable	0	-0.0877782597145307	-0.0742158849317034	6	-0.00533916666666667
Nars	13	2	Activity_Gain;Stable	10	-0.222052380755546	-0.195169654623547	0	NA
Nrn1	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.065492005903039	-0.0227260837310878	4	-0.000843250000000001
Pax6	13	3	Activity_Lost;K119ub_Only;Stable	3	-0.0866981213249865	-0.135347900172012	4	-0.0144685
Paxip1	13	2	Activity_Gain;Stable	1	0.0975991383414736	0.087145168227936	2	-0.0002085
Plcxd2	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.0696103310713219	-0.0593660153143704	2	0.007133
Plgrkt	13	2	K119ub_Only;Stable	2	-0.114421047753685	-0.10044549986353	5	0.0025428
Plpp6	13	2	K119ub_Only;Stable	7	-0.160568208433405	-0.179052619489296	5	0.0032228
Ppp1r3e	13	2	Activity_Lost;Stable	0	0.0822972091775398	0.034772723698087	0	NA
Psmg4	13	2	K119ub_Only;Stable	0	-0.259512144325273	-0.172912718290019	3	-0.00429233333333333
Rpl9	13	1	Stable	0	-0.0132053059029044	-0.0683517942013367	11	-0.00156354545454545
Rps6ka5	13	2	Activity_Lost;Stable	8	-0.199116733165856	-0.237131472127043	0	NA
Sft2d3	13	1	Stable	0	-0.0700179292446179	-0.0113639288559198	3	0.00281766666666667
Sh3glb1	13	3	Activity_Gain;K119ub_Only;Stable	0	0.0198755928013978	0.0341257240772601	5	0.0192666
Slc22a23	13	1	Stable	0	0.0325983053396743	0.00805990387661723	5	-0.006824
Slc25a4	13	3	Activity_Gain;K119ub_Only;Stable	0	-0.0527201634093926	-0.0687017211333103	4	0.002019
Slc30a7	13	2	K119ub_Only;Stable	0	0.0601150579488187	0.0138306975590333	0	NA
Slitrk4	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.119064157130242	-0.170059081713183	0	NA
Stard3nl	13	2	K119ub_Only;Stable	0	-0.0926045457398035	-0.137016256006878	1	0.005126
Suds3	13	1	Stable	0	0.0649654978433869	0.055746515457839	7	0.000642285714285714
Syngr1	13	2	Activity_Lost;Stable	0	0.0571503810033532	0.0296521137824595	4	-0.0116095
Top2b	13	3	Activity_Lost;K119ub_Only;Stable	5	-0.0795221884080566	-0.108796379788579	7	-0.00808185714285714
Tpr	13	1	Stable	0	0.0252365494405306	-0.0418035997576188	7	-0.00310928571428571
Trmt11	13	3	Activity_Gain;K119ub_Only;Stable	0	-0.0389539066148162	-0.0330832026319241	1	-0.016625
Unc5c	13	3	Activity_Lost;K119ub_Only;Stable	4	-0.133407965125009	-0.113194243706682	6	-0.0183373333333333
Vamp2	13	1	Stable	0	-0.00951600316060733	-0.0634329074863815	0	NA
Vegfa	13	1	Stable	3	0.0874053090903731	0.091472068941242	6	-0.000416166666666667
Wnt7a	13	3	Activity_Lost;K119ub_Only;Stable	0	-0.0847581123725217	-0.0419915200947258	4	-0.00991675
Zfp62	13	1	Stable	0	-0.0767577605437118	-0.103882577872772	2	-0.00701
1700031P21Rik	12	2	K119ub_Only;Stable	3	-0.120417184027518	-0.0710479214790128	2	-0.003583
AC166256.1	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0811043333905392	-0.112741185818671	0	NA
Adi1	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0933246783560217	-0.08756527035845	3	0.004307
Ago2	12	1	Stable	0	-0.0301291701751844	-0.0228497781057088	1	0.005456
AL731706.2	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0909127424467526	-0.0769864938727508	0	NA
App	12	2	Activity_Gain;Stable	0	-0.0387487711472158	-0.0637285007587001	3	-0.002128
Armc1	12	2	Activity_Lost;Stable	2	0.137405142493172	0.0288902169295592	2	-0.0005435
Atxn7l1	12	2	Activity_Lost;Stable	0	0.0230740437538229	0.0168726064994348	1	-0.00282
B230110C06Rik	12	3	Activity_Lost;K119ub_Only;Stable	1	-0.128549353843484	-0.0879499911446669	3	-0.024937
Cars2	12	1	Stable	0	-0.0610727153961527	-0.0954756200254241	2	0.0026655
Cct5	12	3	Activity_Lost;K119ub_Only;Stable	8	-0.137566060787407	-0.147501735847577	0	NA
Cdca4	12	3	Activity_Gain;Activity_Lost;Stable	4	-0.0229633637257116	-0.0237019559146812	1	0.006983
Cebpz	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0130271803761623	-0.0493700689801915	2	0.000124
Crot	12	3	Activity_Gain;K119ub_Only;Stable	3	0.0327606648131515	-0.0197654307971187	5	-0.0017296
Csmd3	12	3	Activity_Lost;K119ub_Only;Stable	4	0.0341648508185776	-0.0265667759442812	7	-0.0191745714285714
Dpysl4	12	3	Activity_Gain;Activity_Lost;Stable	3	-0.237999932493156	-0.167951824461442	0	NA
Eaf2	12	2	Activity_Lost;Stable	2	-0.0199951574332806	-0.0170477770233573	2	0.007567
Ehd3	12	2	Activity_Lost;Stable	0	-0.0238922569463096	0.0729937001521935	2	0.0044255
Epdr1	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0885606240490759	-0.136533382527542	2	-0.0102755
Epha3	12	3	Activity_Lost;K119ub_Only;Stable	5	-0.150150303854123	-0.198542622875061	3	0.000695666666666666
Etaa1	12	2	Activity_Lost;Stable	6	-0.21370365776417	-0.2660847480462	6	-0.0110306666666667
Fam131c	12	1	Stable	0	0.107355261427002	0.103900793188986	8	-0.000112
Fbxo38	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0900983068962314	-0.0513931566159823	7	-0.0142941428571429
Foxn3	12	2	Activity_Gain;Stable	0	0.0598785282244188	0.0714815616145959	8	0.008050125
Foxo1	12	3	Activity_Lost;K119ub_Only;Stable	1	1.80410211470493e-06	0.0140627588957922	4	-0.0047045
Fpgt	12	3	Activity_Gain;K119ub_Only;Stable	0	-0.0526562365940741	-0.0466266009668511	5	0.001533
Gm10433	12	2	Activity_Lost;Stable	2	-0.0785416797139741	-0.125003048819745	0	NA
Gm26783	12	3	Activity_Gain;Activity_Lost;Stable	5	0.131089195609249	0.148237504377979	5	-0.000736199999999999
Gpsm3	12	2	Activity_Lost;Stable	0	0.0480785918689176	0.0379458384889664	0	NA
Homer1	12	2	K119ub_Only;Stable	0	-0.0896327857221391	-0.0738495755328385	0	NA
Ifngr1	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.101964602204714	-0.111313788362848	4	-0.00312
Kif5b	12	2	Activity_Lost;Stable	0	-0.0195260815021824	-0.0287958594310572	9	-0.00381855555555556
Ldlrad3	12	3	Activity_Lost;K119ub_Only;Stable	2	-0.0767044333387774	-0.0591077266527666	9	-0.00260211111111111
Lingo1	12	1	Stable	0	0.0449925723759235	0.0407299405113173	6	0.0147653333333333
Magi1	12	2	Activity_Lost;Stable	10	-0.205294392492254	-0.210500744129042	5	0.002566
Mbp	12	2	Activity_Lost;Stable	3	0.00843391969640916	-0.0693381809387344	1	-0.006687
Mettl3	12	2	K119ub_Only;Stable	0	0.104421417526253	0.0864079057656865	0	NA
Mtmr10	12	2	Activity_Lost;Stable	0	-0.0594864293182027	-0.0587866315662196	6	0.00662466666666667
Nbeal2	12	1	Stable	0	-0.0371513179141124	-0.00622830259513252	0	NA
Ndrg3	12	1	Stable	0	0.0268199825999132	0.0308253286225685	8	-0.00108725
Nupl1	12	2	Activity_Lost;Stable	0	-0.0951014539942969	-0.0465362079060958	2	-0.009045
Nutm1	12	3	Activity_Lost;K119ub_Only;Stable	5	-0.0621182231726235	-0.127698787234873	0	NA
Pcbp4	12	1	Stable	0	-0.0371513179141124	-0.0393962189357827	0	NA
Pcdh9	12	3	Activity_Lost;K119ub_Only;Stable	2	-0.05250749230484	-0.0446835625250702	1	-0.015792
Phip	12	2	Activity_Lost;Stable	0	-0.0412044589001191	-0.057665481457935	8	-0.00541075
Phtf2	12	3	Activity_Lost;K119ub_Only;Stable	5	-0.120080720268904	-0.152053386655427	5	0.0013666
Plcl2	12	3	Activity_Lost;K119ub_Only;Stable	2	-0.0577097257339553	-0.0472794284348968	3	-0.00922833333333333
Plk2	12	2	K119ub_Only;Stable	3	-0.0560851018091879	-0.0709884266905952	6	0.006387
Prcp	12	3	Activity_Lost;K119ub_Only;Stable	10	-0.182155335127766	-0.17665063112539	1	0.007842
Rexo2	12	2	Activity_Lost;Stable	0	-0.376839403421442	-0.296356193014506	1	0.002856
Rita1	12	1	Stable	4	0.0692471060106841	0.117466362220427	0	NA
Rpf1	12	2	Activity_Lost;Stable	1	-0.079558583814749	-0.0862360781995991	8	-0.023318625
Rps3a1	12	2	Activity_Lost;Stable	6	-0.000192977870647718	-0.10861411930745	3	0.004454
Sdk1	12	2	Activity_Gain;Stable	0	0.00703435145184222	0.0388302317014239	1	0.020823
Shisa4	12	1	Stable	1	0.0768150419410028	0.0985712194437986	0	NA
Siah2	12	2	Activity_Lost;Stable	0	-0.1431929337418	-0.124614676703576	2	-0.00897
Spata5	12	2	K119ub_Only;Stable	2	0.103282453414582	0.0221113762961122	5	-0.005757
Srrm4	12	2	Activity_Lost;Stable	5	-0.100138724212947	-0.102272759976166	2	-0.0204775
Sstr2	12	1	Stable	10	0.165613209922774	0.170919538015399	1	0.002787
Tgfbrap1	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.0245612036233741	-0.0187285679988489	3	-0.00487533333333333
Tmem65	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.035717147836517	-0.0568586017314794	2	-0.0053535
Trio	12	3	Activity_Lost;K119ub_Only;Stable	0	0.0136094468887079	0.011640111633329	3	0.002279
Tsc22d1	12	3	Activity_Lost;K119ub_Only;Stable	0	-0.00228417205889085	0.0109149864056212	3	-0.00330966666666667
Ube2e3	12	3	Activity_Lost;K119ub_Only;Stable	1	-0.0570573994141474	-0.0551585260616329	10	-0.0108576
Ust	12	2	Activity_Lost;Stable	0	0.0646920352566326	0.0489944163208867	2	-0.015498
Zfp113	12	2	Activity_Lost;Stable	0	-0.0682261859778341	-0.069170998407559	2	-0.002551
Zfp397	12	3	Activity_Lost;K119ub_Only;Stable	0	0.0279850867589094	0.0238060564084732	4	-0.00558925
Zfp882	12	1	Stable	0	-0.0160337675163734	0.024484288680904	1	-0.004125
Zic4	12	3	Activity_Lost;K119ub_Only;Stable	3	-0.0876857090673543	-0.107886765922876	4	-0.00625225
1110038B12Rik	11	1	Stable	0	-0.0988952503015954	-0.0922301006126535	1	0.002205
2410004B18Rik	11	1	Stable	3	0.0198755928013978	0.0326884127989196	5	-0.0151122
4932412D23Rik	11	3	Activity_Lost;K119ub_Only;Stable	5	-0.117510032774745	-0.13512320456551	0	NA
5430405H02Rik	11	3	Activity_Lost;K119ub_Only;Stable	0	-0.0129379606575025	0.00426989290844823	6	-0.00378633333333333
A330040F15Rik	11	2	K119ub_Only;Stable	5	0.0171132263896726	-0.0358773765334438	4	-0.0132815
Ahi1	11	3	Activity_Lost;K119ub_Only;Stable	0	-0.151172041461413	-0.104507058824004	3	0.00629066666666667
Appl2	11	2	Activity_Gain;Stable	0	0.0839081217975735	0.0794723488927991	1	-0.000932
Arl6ip1	11	2	Activity_Lost;Stable	1	-0.108063232512218	-0.131153448176493	4	-0.0083815
Ascc1	11	2	Activity_Gain;Stable	0	0.0702727585872178	0.0212376453047482	9	0.00713544444444444
Atp2b1	11	3	Activity_Lost;K119ub_Only;Stable	8	-0.213083066136918	-0.170775090648774	4	-0.01565475
Atrnl1	11	2	Activity_Gain;Stable	0	-0.0475685190504132	-0.0340588814606696	0	NA
Atxn1	11	2	Activity_Gain;Stable	3	0.120927910848351	0.146012274161343	1	-0.028015
B4galnt4	11	1	Stable	0	-0.0537021753420227	-0.0733708354748568	1	-0.001618
Calb2	11	3	Activity_Lost;K119ub_Only;Stable	0	0.00362650072959966	-0.0169948523696073	1	-0.00294
Cd164	11	3	Activity_Lost;K119ub_Only;Stable	3	-0.0826615514069053	-0.0615869366020331	3	-0.00486166666666667
Cdc40	11	2	Activity_Lost;Stable	7	-0.136763566709579	-0.155638791949603	3	-0.0133913333333333
Cers6	11	1	Stable	0	0.0022465404451747	-0.0192157439500008	3	-0.00323166666666667
Cln5	11	3	Activity_Lost;K119ub_Only;Stable	7	-0.195233600644618	-0.181051279796348	1	0.009502
Creb3	11	1	Stable	0	0.0232197633131722	0.0122323790163692	4	0.0014725
Dio2	11	3	Activity_Lost;K119ub_Only;Stable	4	0.0536874758856269	-0.0245146657478655	5	-0.008782
Dlx3	11	2	Activity_Lost;Stable	4	-0.132697494498505	-0.0915730713559623	0	NA
Efhd2	11	2	Activity_Lost;Stable	0	0.0786404341337602	0.0600261410230362	1	-0.014334
Eif4a2	11	2	Activity_Gain;Stable	0	-0.0450763544398943	-0.10243727021191	0	NA
Ephb1	11	2	Activity_Gain;Stable	0	-0.0334938490792399	-0.0319055354179066	3	-0.00170433333333333
Etv5	11	2	Activity_Gain;Stable	0	-0.0257111539591157	-0.0424516298528472	5	0.0054536
Fbh1	11	3	Activity_Lost;K119ub_Only;Stable	0	0.0614537799679528	0.0810449241500933	0	NA
Fmr1	11	2	Activity_Lost;Stable	7	-0.474270126673088	-0.367797535235568	4	-0.0039695
Fundc1	11	2	Activity_Lost;Stable	2	-0.115938946020515	-0.124606359605245	5	-0.0042688
Gfod1	11	2	K119ub_Only;Stable	0	0.042400507881309	0.0375467672990535	1	0.003858
Gm13972	11	3	Activity_Lost;K119ub_Only;Stable	4	-0.0390258811203214	-0.096049811348854	1	-0.008449
Gm26979	11	3	Activity_Lost;K119ub_Only;Stable	5	0.0085726836765643	-0.106803903689429	3	-0.014385
Gm28047	11	2	K119ub_Only;Stable	3	0.0333687846021507	0.0748835929883723	6	-0.00168766666666667
Gm32405	11	2	Activity_Gain;Stable	5	0.160183767491656	0.121867252846412	5	0.0031632
Gm44066	11	1	Stable	0	-0.196335441496335	-0.174785661079731	3	0.00156933333333333
Gnao1	11	2	Activity_Lost;Stable	2	-0.0908946441509639	-0.121265398420974	5	0.007569
H4c11	11	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	10	-0.175464558191611	-0.1771236885001	0	NA
Hbegf	11	2	Activity_Lost;Stable	0	-0.0439984410784634	-0.0443369386286589	2	-0.0059195
Hey2	11	3	Activity_Gain;K119ub_Only;Stable	2	-0.139459289484537	-0.153334773189034	1	-0.003799
Hgsnat	11	1	Stable	0	-0.0497176341666614	-0.0721914603362291	8	-0.000216375
Idh1	11	3	Activity_Gain;K119ub_Only;Stable	5	-0.121362775713351	-0.196882731040015	3	-0.00478233333333333
Inpp5a	11	3	Activity_Gain;Activity_Lost;Stable	0	-0.000578977303220964	-0.0358369437134565	0	NA
Itprid2	11	2	Activity_Lost;Stable	3	0.0686664129624735	-0.00774496950748232	2	-0.005337
Jak2	11	2	K119ub_Only;Stable	1	-0.0983926393712376	-0.121290678658293	3	-0.00179133333333333
Kcnj11	11	1	Stable	0	0.0452145027902081	0.00747618084387119	4	-0.00220375
Kdm4d	11	2	Activity_Lost;Stable	0	-0.136018191874344	-0.132641400152513	8	-0.000891999999999999
Leprot	11	2	Activity_Gain;Stable	0	-0.017250812648738	-0.0541036806296047	6	-0.00196433333333333
Lgals12	11	1	Stable	2	-0.189588977652891	-0.174236390232108	0	NA
Magi2	11	2	Activity_Lost;Stable	2	-0.136442269084958	-0.148765086808166	3	-0.011594
Med12l	11	1	Stable	0	-0.069014036839745	-0.110530273255455	2	-0.00619
Mfsd14b	11	2	K119ub_Only;Stable	0	-0.0927169058897792	-0.0491951000269626	6	0.00130616666666667
Mir124-2hg	11	3	Activity_Lost;K119ub_Only;Stable	2	-0.0576270030478436	-0.0624546527749977	0	NA
Mtmr4	11	1	Stable	0	-0.0555788761986151	-0.0665966453485888	1	-0.005269
Ncam1	11	3	Activity_Gain;Activity_Lost;Stable	0	-0.0135344181343768	0.0241258150601518	5	-0.0001642
Ndp	11	2	Activity_Lost;Stable	2	-0.127204661217341	-0.134114131921975	6	0.000913
Nfam1	11	2	Activity_Gain;Stable	8	0.242070719928012	0.190614530685858	3	0.012123
Nova1	11	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	1	-0.0709457866188246	-0.0475299485299728	5	-0.0143808
Npm1	11	3	Activity_Lost;K119ub_Only;Stable	0	0.0823814948618963	0.0468379477290315	6	-0.002636
Nptx1	11	2	Activity_Lost;Stable	0	-0.0557691362742366	-0.0147869459948015	4	0.005545
Nrxn1	11	2	Activity_Gain;Stable	0	-0.110696104877821	-0.0877639269214692	4	-0.0049975
Nyap2	11	2	Activity_Lost;Stable	1	-0.0143756261116462	-0.0894344414206984	4	0.0076055
Olfm3	11	3	Activity_Lost;K119ub_Only;Stable	1	-0.0870519078107447	-0.00624449739384813	2	-0.011568
Pcmtd1	11	2	K119ub_Only;Stable	2	-0.137350912205923	-0.153976049396143	6	-0.00961116666666667
Pdp1	11	3	Activity_Lost;K119ub_Only;Stable	1	-0.0982514966705253	-0.111575422702867	2	-0.0010655
Peak1	11	3	Activity_Lost;K119ub_Only;Stable	0	-0.00533987389281748	0.00928282413078511	1	-0.014609
Pgrmc2	11	2	Activity_Gain;Stable	8	0.194580281118948	0.166899528616466	3	0.001387
Pigo	11	2	Activity_Gain;Stable	0	0.0319813407302138	-0.0198012421644477	0	NA
Psmd6	11	3	Activity_Lost;K119ub_Only;Stable	8	-0.280468726229767	-0.265363648730107	1	0.000142
Rbm39	11	1	Stable	0	0.0103976439557085	0.025057433952964	2	-0.007293
Ror1	11	3	Activity_Lost;K119ub_Only;Stable	0	-0.00594451283601228	-0.0372451878120981	8	-0.0080865
Rsf1	11	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	0	-0.0841722746920598	-0.0727065730391257	5	-0.006166
Sec16a	11	2	Activity_Gain;Stable	6	-0.0554384199550403	-0.0537362799140043	0	NA
Setmar	11	3	Activity_Lost;K119ub_Only;Stable	7	-0.174530847197648	-0.207811436186435	5	-0.0101348
Slc2a3	11	1	Stable	0	0.0702858955575801	0.119186036657062	0	NA
Soga1	11	1	Stable	0	-0.0129379606575025	-0.00482418382988625	3	-0.00626266666666667
Spata20	11	2	Activity_Lost;Stable	11	-0.169460978071066	-0.155375263818264	1	-0.002487
Stmn2	11	1	Stable	2	-0.0528044787262054	-0.0950680112362559	4	-0.00693325
Surf6	11	1	Stable	0	0.0766615574394444	0.0438469882326212	1	0.003478
Terf1	11	3	Activity_Gain;K119ub_Only;Stable	3	-0.120728634412042	-0.101986319657506	4	0.001383
Tiprl	11	2	Activity_Lost;Stable	4	-0.198053842340871	-0.169777074164471	2	0.0162395
Tmem247	11	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	1	0.107287957375259	0.109770694965506	0	NA
Trmt10a	11	3	Activity_Lost;K119ub_Only;Stable	3	-0.117192596453143	-0.114552077760421	8	-0.012141125
Tspan18	11	2	Activity_Lost;Stable	0	0.0730804358648751	0.0498193204892721	9	-0.00842011111111111
Ube2d3	11	1	Stable	5	-0.201442600813412	-0.0737396451606334	3	0.002992
Xpo1	11	2	K119ub_Only;Stable	4	-0.129037090779814	-0.116417451470136	6	-0.00768733333333333
Ythdc1	11	3	Activity_Lost;K119ub_Only;Stable	4	-0.0662085788710674	-0.15444749880752	3	-0.0257196666666667
Zfp706	11	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	1	0.0277941909870138	0.0125296408914627	5	0.016379
Zfp827	11	3	Activity_Lost;K119ub_Only;Stable	5	-0.13356893394169	-0.159523823308198	10	-0.0098279
1700001P01Rik	10	2	Activity_Gain;Stable	0	0.00156856611566131	-0.00769474425258906	2	-0.008633
2610035D17Rik	10	1	Stable	4	0.0449216349312003	-0.0562896485958085	0	NA
AC154200.1	10	2	K119ub_Only;Stable	3	-0.224854478187061	-0.253503165276315	9	-0.000134444444444446
Adat2	10	3	Activity_Lost;K119ub_Only;Stable	0	-0.101066260335345	-0.0942673945416469	6	0.000947833333333333
Agap2	10	3	Activity_Gain;Activity_Lost;Stable	0	-0.0912272056834208	-0.0456388223411688	2	0.007981
Ankrd13a	10	2	Activity_Lost;Stable	0	0.0121693892769245	0.0334581743031954	2	-0.002169
Apba1	10	3	Activity_Lost;K119ub_Only;Stable	0	-0.0655812372468438	-0.0711121068658049	2	-0.006766
Arhgap21	10	3	Activity_Lost;K119ub_Only;Stable	0	-0.0199971135978549	-0.017363970101011	3	-0.0132516666666667
