TargetGene	max_delta_abc	log2FC	padj	n_enhancers	top_enh_distance	concordance	n_gained	n_lost	sum_delta_abc	sum_abc_wt	sum_abc_ko	n_enh_positive_dabc	n_enh_negative_dabc	frac_agree_max	strongest_enh_class
Stum	-0.031066	-0.998604	2.4e-05	13	41922	Concordant	2	5	-0.042499	0.509352	0.466853	6	7	0.538461538461538	Activity_Lost
Sv2c	-0.105179	-1.228968	0	8	1348	Concordant	3	2	-0.024012	0.677108	0.653096	4	4	0.5	Activity_Lost
Svep1	-0.047557	-1.985089	0	6	4961	Concordant	1	2	-0.061275	0.563364	0.502089	2	4	0.666666666666667	Activity_Lost
Svil	0.036405	0.64183	0	13	1009	Concordant	7	5	0.016378	0.513375	0.529753	7	6	0.538461538461538	Activity_Gain
Sybu	0.055391	-0.646838	0	9	359961.5	Discordant	2	7	-0.027478	0.602582	0.575104	2	7	0.222222222222222	NA
Syde1	-0.031611	-1.155917	0	7	16009	Concordant	1	1	0.004906	0.422125	0.427031	6	1	0.142857142857143	Activity_Lost
Syn2	-0.060935	-0.903041	0	6	49379	Concordant	0	3	-0.096626	0.46193	0.365304	2	4	0.666666666666667	Activity_Lost
Syn3	-0.011853	-0.593252	0	5	476935	Concordant	0	2	-0.036926	0.251441	0.214515	0	5	1	NA
Syndig1l	-0.03635	-0.905084	0	7	9619	Concordant	0	3	-0.056851	0.271765	0.214914	3	4	0.571428571428571	Activity_Lost
Synj2	-0.068432	-0.70227	0	10	59832	Concordant	2	4	-0.091152	0.517762	0.42661	5	5	0.5	Activity_Lost
Synpo	0.086545	-1.467574	0	8	133958	Discordant	8	0	0.362015	0	0.362015	8	0	1	NA
Synpr	0.027338	-1.339439	0	6	462756	Discordant	2	3	-0.01394	0.355345	0.341405	2	4	0.333333333333333	Stable
Syt1	-0.018358	-2.493288	0	9	142714.5	Concordant	0	2	-0.02589	0.267936	0.242046	4	5	0.555555555555556	Activity_Lost
Syt4	-0.042146	-0.780504	0	11	635154	Concordant	1	6	-0.124152	0.492199	0.368047	3	8	0.727272727272727	Activity_Lost
Syt6	-0.107901	-2.453057	0	13	1970	Concordant	3	4	-0.108278	0.68518	0.576902	5	8	0.615384615384615	Activity_Lost
Sytl2	-0.025045	-1.183177	0.001928	14	68436	Concordant	5	5	0.013191	0.526885	0.540076	8	6	0.428571428571429	Activity_Lost
Tagap1	0.028885	-0.631232	0.000534	5	133264	Discordant	1	1	-0.002385	0.205143	0.202758	2	3	0.4	Stable
Tbc1d2	-0.014144	-1.05136	0	8	204803	Concordant	0	1	0.003727	0.209026	0.212753	6	2	0.25	Activity_Lost
Tbc1d22a	0.024386	-0.784637	0	11	28361.5	Discordant	1	4	-0.024543	0.452095	0.427552	5	6	0.454545454545455	NA
Tbc1d31	0.027516	-0.964164	0	12	19750	Discordant	3	5	-0.003258	0.489299	0.486041	5	7	0.416666666666667	NA
Tbc1d8b	0.022592	-0.500209	0.002951	9	2691815	Discordant	5	1	0.048662	0.262875	0.311537	6	3	0.666666666666667	NA
Tec	-0.054585	-0.941499	7e-06	6	12558	Concordant	0	2	-0.075879	0.531034	0.455155	2	4	0.666666666666667	Stable
Tenm2	0.027716	-1.30981	0	3	1466309.5	Discordant	2	1	0.037633	0.585691	0.623324	2	1	0.666666666666667	NA
Tenm4	0.04345	0.731313	0	19	404194	Concordant	10	7	0.034689	0.498064	0.532753	10	9	0.526315789473684	Activity_Gain
Tgfa	0.015064	0.873812	0.000107	11	11103	Concordant	2	1	0.032749	0.351961	0.38471	8	3	0.727272727272727	NA
Tgfb1i1	0.018972	-0.706613	0.002497	4	8650.5	Discordant	1	1	0.010063	0.195422	0.205485	3	1	0.75	NA
Tgfb3	-0.02571	-1.238266	0	8	2656	Concordant	2	1	-0.009488	0.383408	0.37392	3	5	0.625	Activity_Lost
Tgfbr1	0.037188	0.567855	0.007753	6	62087	Concordant	4	1	0.081398	0.178737	0.260135	4	2	0.666666666666667	Activity_Gain
Tgm5	-0.025041	-1.530409	2e-06	10	78661	Concordant	3	3	-0.003493	0.360218	0.356725	6	4	0.4	K119ub_Only
Thpo	-0.014426	-0.752853	1e-06	10	2663	Concordant	0	1	-0.01702	0.590542	0.573522	5	5	0.5	NA
Thsd4	-0.037499	-0.924052	0	8	71020	Concordant	1	3	-0.060607	0.451801	0.391194	2	6	0.75	Activity_Lost
Tiam2	-0.074974	-0.905679	0	6	5245	Concordant	2	1	-0.035755	0.612078	0.576323	4	2	0.333333333333333	Activity_Lost
Tigit	0.155635	-1.804208	0.000351	8	788231.5	Discordant	8	0	0.406604	0	0.406604	8	0	1	NA
Tiparp	0.020013	-0.553878	9.9e-05	8	429917.5	Discordant	2	1	0.021421	0.339953	0.361374	6	2	0.75	NA
Tirap	0.054099	-1.025433	0.017298	4	10775	Discordant	1	0	0.050917	0.360379	0.411296	2	2	0.5	NA
Tjp1	-0.021026	0.501778	0	8	516047.5	Discordant	1	3	-0.054838	0.347326	0.292488	2	6	0.75	NA
Tlcd4	0.060903	-0.524885	0	6	8728.5	Discordant	2	3	-0.036326	0.760831	0.724505	2	4	0.333333333333333	NA
Tle2	-0.02589	-0.776616	1.7e-05	7	2779	Concordant	1	1	0.00153	0.425083	0.426613	4	3	0.428571428571429	Activity_Lost
Tle6	-0.016027	-0.803496	0.008554	9	6946	Concordant	1	2	-0.012086	0.468788	0.456702	4	5	0.555555555555556	Activity_Lost
Tlx3	0.053203	-2.713249	0	9	40386.5	Discordant	4	5	-0.042486	0.39401	0.351524	4	5	0.444444444444444	NA
Tmem107	-0.013592	-0.769187	0.02701	9	4138	Concordant	0	2	-0.02209	0.523847	0.501757	3	6	0.666666666666667	Activity_Lost
Tmem117	0.040618	-0.60144	0	11	4404812	Discordant	3	4	0.017744	0.374188	0.391932	6	5	0.545454545454545	NA
Tmem132b	-0.027493	0.643302	4.1e-05	11	44016	Discordant	2	2	-0.054447	0.383028	0.328581	3	8	0.727272727272727	Activity_Lost
Tmem132c	-0.041899	-2.090653	0	11	49142	Concordant	3	5	-0.058056	0.602253	0.544197	4	7	0.636363636363636	Activity_Lost
Tmem158	-0.019938	-1.075426	0.026525	8	25016	Concordant	2	4	-0.0438	0.472769	0.428969	3	5	0.625	NA
Tmem164	-0.031555	-0.665877	0	9	13107	Concordant	1	5	-0.082415	0.352002	0.269587	2	7	0.777777777777778	Activity_Lost
Tmem169	0.023584	-0.687446	4e-06	8	298911	Discordant	2	1	-0.010579	0.334812	0.324233	3	5	0.375	NA
Tmem170	0.013594	-0.50458	0.004222	10	22458	Discordant	1	1	0.012753	0.299553	0.312306	6	4	0.6	NA
Tmem190	-0.117897	-1.664161	0	9	1012	Concordant	4	2	-0.056771	0.73338	0.676609	5	4	0.444444444444444	Activity_Lost
Tmem196	-0.03424	-0.566698	0.048083	7	1847350	Concordant	3	3	0.005727	0.430791	0.436518	4	3	0.428571428571429	Activity_Lost
Tmem238	-0.093725	-1.45205	0	10	5708	Concordant	2	2	-0.044993	0.674471	0.629478	6	4	0.4	Activity_Lost
Tmem51	-0.04736	-1.912606	0	8	6459.5	Concordant	1	5	-0.092183	0.6458	0.553617	2	6	0.75	Activity_Lost
Tmprss7	-0.068527	0.589687	0.000696	11	6633	Discordant	2	3	-0.040041	0.71195	0.671909	7	4	0.363636363636364	Activity_Lost
Tnc	-0.014998	-1.147744	0.000375	7	153390	Concordant	2	1	-0.000367	0.26361	0.263243	3	4	0.571428571428571	Activity_Lost
Tnfrsf11a	0.045028	0.869064	0	13	885	Concordant	3	4	0.010717	0.550901	0.561618	7	6	0.538461538461538	NA
Tnn	-0.032712	-2.258649	2e-06	9	14157	Concordant	3	2	0.019442	0.485822	0.505264	5	4	0.444444444444444	Activity_Lost
Tpbg	-0.040858	-1.115249	0.001206	11	6387	Concordant	2	2	-0.001125	0.630235	0.62911	8	3	0.272727272727273	NA
Tpk1	-0.055672	-0.604286	0	7	332674	Concordant	2	5	-0.114993	0.295485	0.180492	2	5	0.714285714285714	Activity_Lost
Traf3	-0.051537	-0.776208	0	7	75779	Concordant	1	1	-0.03364	0.435892	0.402252	4	3	0.428571428571429	Activity_Lost
Trank1	0.030933	0.973001	0	4	1056	Concordant	1	1	0.01507	0.335102	0.350172	2	2	0.5	Activity_Gain
Trerf1	0.040513	1.191919	0	5	905	Concordant	1	3	-0.02819	0.245427	0.217237	1	4	0.2	NA
Trhde	-0.063981	-0.627262	5e-06	6	211063	Concordant	1	3	-0.082361	0.584242	0.501881	1	5	0.833333333333333	K119ub_Only
Trim27	0.017467	-0.518112	0.000411	4	630886.5	Discordant	1	0	0.013817	0.09158	0.105397	3	1	0.75	NA
Triobp	-0.013935	-0.883307	0	11	39298	Concordant	0	3	-0.016185	0.434148	0.417963	6	5	0.454545454545455	Activity_Lost
Trp53bp2	-0.031195	-0.711535	0	7	52836	Concordant	2	3	-0.057529	0.318981	0.261452	2	5	0.714285714285714	Activity_Lost
Trp53i11	-0.016642	-0.616204	0.005661	8	37296	Concordant	0	2	-0.039691	0.398994	0.359303	3	5	0.625	Activity_Lost
Trp73	-0.063804	-2.751309	0	7	30693	Concordant	3	2	-0.026207	0.525687	0.49948	4	3	0.428571428571429	Activity_Lost
Trpm3	-0.050931	-1.048875	0	12	164334	Concordant	6	4	0.044074	0.315503	0.359577	6	6	0.5	Activity_Lost
Trpm4	0.045673	0.987708	4.2e-05	7	5954	Concordant	2	0	0.066461	0.286379	0.35284	5	2	0.714285714285714	Activity_Gain
Trub1	-0.013492	-0.515231	6.3e-05	7	329005	Concordant	0	1	-0.019996	0.205829	0.185833	2	5	0.714285714285714	Stable
Tspan18	-0.020796	-0.559098	7.5e-05	12	110787	Concordant	0	4	-0.072096	0.547407	0.475311	4	8	0.666666666666667	Activity_Lost
Tssk5	-0.06133	-1.078769	3.7e-05	7	1473	Concordant	1	2	-0.071192	0.599704	0.528512	3	4	0.571428571428571	Activity_Lost
Ttc28	-0.02012	-0.940737	0	7	39924.5	Concordant	2	1	0.024306	0.367549	0.391855	5	2	0.285714285714286	NA
Tymp	-0.032629	-0.666247	0.018127	9	1967	Concordant	1	3	-0.039236	0.639941	0.600705	4	5	0.555555555555556	NA
Ubxn11	0.01416	-0.704109	0.001242	7	84550	Discordant	1	0	0.000184	0.194172	0.194356	2	5	0.285714285714286	NA
Umps	-0.035413	-0.68086	2e-06	7	26601	Concordant	0	6	-0.136045	0.312683	0.176638	1	6	0.857142857142857	Activity_Lost
Unc13b	-0.031711	-0.528	0.012534	12	109183.5	Concordant	3	2	-0.013663	0.568665	0.555002	5	7	0.583333333333333	NA
Unc5c	-0.02905	-0.81904	6e-06	6	156532	Concordant	1	3	-0.066685	0.341056	0.274371	1	5	0.833333333333333	Activity_Lost
Unc5d	-0.03602	1.279547	0	10	1895428	Discordant	5	2	0.027544	0.239677	0.267221	6	4	0.4	K119ub_Only
Upk1a	-0.011975	1.037168	0.012836	9	12716	Discordant	0	2	-0.017836	0.476127	0.458291	3	6	0.666666666666667	Stable
Urb1	-0.016455	-0.538103	9e-06	7	19612	Concordant	1	2	-0.034797	0.333941	0.299144	2	5	0.714285714285714	Stable
Usp13	0.021289	0.759015	0	7	2215338	Concordant	1	3	-0.020067	0.37319	0.353123	3	4	0.428571428571429	NA
Usp25	-0.03194	-0.530794	0	9	581050	Concordant	1	3	-0.060399	0.372147	0.311748	4	5	0.555555555555556	Activity_Lost
Usp35	-0.016935	-0.509362	0.000305	6	2588	Concordant	0	1	-0.003381	0.240637	0.237256	3	3	0.5	Activity_Lost
Utrn	-0.046585	-0.745453	0	8	42461	Concordant	2	4	-0.074409	0.55461	0.480201	3	5	0.625	Activity_Lost
Vegfc	0.026418	-0.969088	9.5e-05	6	877351	Discordant	1	2	-0.012545	0.187817	0.175272	2	4	0.333333333333333	NA
Vipr1	0.01642	1.225307	0	6	2717	Concordant	2	0	0.03039	0.25851	0.2889	4	2	0.666666666666667	Activity_Gain
Vipr2	-0.046932	-1.072006	0.000988	9	12360	Concordant	2	4	-0.032895	0.638546	0.605651	3	6	0.666666666666667	Activity_Lost
Vstm2b	0.053868	0.783422	0.02011	10	1380524	Concordant	5	4	0.010571	0.547933	0.558504	5	5	0.5	NA
Vstm5	-0.032135	0.906721	0.034131	10	24660	Discordant	1	6	-0.102336	0.570779	0.468443	3	7	0.7	NA
Vwa2	-0.015259	-0.519147	0.047665	15	131046	Concordant	1	4	-0.042788	0.401371	0.358583	6	9	0.6	Activity_Lost
Wdr31	-0.042759	-1.176876	0.000636	11	45362	Concordant	4	4	-0.056204	0.602954	0.54675	5	6	0.545454545454545	Activity_Lost
Wipf3	-0.037062	-1.227135	0	11	2414	Concordant	2	4	-0.086061	0.392662	0.306601	6	5	0.454545454545455	Activity_Lost
Wipi1	0.03765	-0.562705	4e-06	8	38640	Discordant	2	2	0.002699	0.308714	0.311413	3	5	0.375	Stable
Wls	0.019345	0.653636	6.5e-05	6	2630228	Concordant	2	1	0.019199	0.113314	0.132513	4	2	0.666666666666667	K119ub_Only
Wrap73	-0.063059	-0.5094	2e-06	7	32856	Concordant	2	3	-0.076529	0.498034	0.421505	3	4	0.571428571428571	Activity_Lost
Wtip	-0.028226	0.67965	0.009484	8	100887	Discordant	2	2	-0.008262	0.394101	0.385839	4	4	0.5	NA
Wwc1	0.061742	1.00892	0	5	2443	Concordant	2	1	0.055995	0.445629	0.501624	2	3	0.4	Activity_Gain
Wwox	-0.027967	-0.83449	0	8	52419.5	Concordant	1	4	-0.042583	0.246224	0.203641	2	6	0.75	Activity_Lost
Xk	-0.056674	-0.597097	0	6	1499	Concordant	0	3	-0.11611	0.59507	0.47896	1	5	0.833333333333333	Activity_Lost
Xkr4	-0.042087	0.573697	0.005226	3	3726451	Discordant	1	2	-0.062626	0.113218	0.050592	1	2	0.666666666666667	NA
Xylt1	-0.019919	0.556394	0	7	1152314	Discordant	2	2	-0.019067	0.239948	0.220881	2	5	0.714285714285714	NA
Zc3hav1	-0.02434	-0.665986	0.001502	14	12440	Concordant	2	4	-0.041245	0.529145	0.4879	5	9	0.642857142857143	Activity_Lost
Zcchc12	-0.112135	1.378203	0.015663	16	2439178	Discordant	8	4	-0.032049	0.642362	0.610313	8	8	0.5	NA
Zcchc3	-0.020627	-0.584268	0.005496	7	8734	Concordant	1	3	-0.047675	0.343568	0.295893	2	5	0.714285714285714	Activity_Lost
Zdbf2	-0.040625	-0.597992	0.023455	13	2706343	Concordant	2	3	-0.014279	0.436687	0.422408	8	5	0.384615384615385	NA
Zdhhc13	-0.118429	-0.684597	0	8	3582	Concordant	0	3	-0.128419	0.373316	0.244897	4	4	0.5	Activity_Lost
Zdhhc2	-0.074006	-0.580327	0.000402	10	121681	Concordant	2	3	-0.088508	0.48566	0.397152	4	6	0.6	Activity_Lost
Zfhx3	-0.036328	0.739665	1.5e-05	11	3934050	Discordant	3	4	-0.057303	0.248051	0.190748	3	8	0.727272727272727	NA
Zfhx4	0.062009	-0.867421	0	8	1202	Discordant	2	3	-0.01973	0.712097	0.692367	4	4	0.5	Stable
Zfp141	-0.044761	0.965878	0	7	872472	Discordant	4	1	0.066548	0.212589	0.279137	5	2	0.285714285714286	NA
Zfp341	-0.019548	-0.604958	1e-06	8	9571.5	Concordant	0	1	-0.026634	0.324643	0.298009	3	5	0.625	NA
Zfp395	0.036679	-0.6188	0	5	14597	Discordant	1	1	0.001645	0.499101	0.500746	2	3	0.4	Stable
Zfp462	0.11779	0.906525	0	10	4260.5	Concordant	3	1	0.092711	0.63627	0.728981	4	6	0.4	Activity_Gain
Zfp516	-0.054362	-0.882717	0	9	7125	Concordant	1	4	-0.102035	0.575588	0.473553	4	5	0.555555555555556	Activity_Lost
Zfp608	-0.021057	-0.935361	0	11	5117	Concordant	1	3	-0.003019	0.538321	0.535302	7	4	0.363636363636364	Activity_Lost
Zfp703	-0.02383	-0.740611	0.000394	11	228471	Concordant	1	3	-0.059864	0.421244	0.36138	5	6	0.545454545454545	Activity_Lost
Zfp711	-0.021265	0.582197	0.000193	7	3587305.5	Discordant	2	2	0.013384	0.39817	0.411554	4	3	0.428571428571429	NA
Zfp786	0.042164	-1.112732	9.5e-05	7	4945.5	Discordant	1	1	0.032197	0.506299	0.538496	5	2	0.714285714285714	NA
Zfp808	0.040258	1.250824	0	11	2302539.5	Concordant	5	4	0.067374	0.196018	0.263392	6	5	0.545454545454545	NA
Zfp941	0.021111	-1.184691	0	8	34776	Discordant	3	1	0.013912	0.31499	0.328902	3	5	0.375	NA
Zfp975	-0.019161	0.721161	2e-06	2	3174939	Discordant	0	1	-0.00999	0.107967	0.097977	1	1	0.5	NA
Zhx2	-0.025041	-0.769328	0	13	104325	Concordant	2	4	-0.054139	0.512584	0.458445	4	9	0.692307692307692	Activity_Lost
Zic3	-0.107146	-1.028496	0	13	7840	Concordant	6	6	-0.045121	0.859878	0.814757	7	6	0.461538461538462	Activity_Lost
Zic4	-0.034982	-0.663368	4e-06	20	235376	Concordant	5	5	0.027819	0.797333	0.825152	12	8	0.4	Activity_Lost
Zic5	-0.031012	-0.692739	0	17	234958	Concordant	4	2	0.046734	0.607235	0.653969	13	4	0.235294117647059	Activity_Lost
Znrf3	-0.072208	-0.574233	0	7	19541	Concordant	0	3	-0.09399	0.35133	0.25734	3	4	0.571428571428571	Activity_Lost
